date,category,rank,asin,title,price,rating,review_count
2026-08-20,Bestsellers in Men's Clothing,1,B06Y2FG6R7,"Allen Solly Men’s Polo T‑Shirt | Comfortable Rich Cotton Blend, Band Collar, Regular Fit | Stylish & Premium All Day Wear",₹699.00,4.1 out of 5 stars,"82,375"
2026-08-20,Bestsellers in Men's Clothing,2,B07MZG27XK,Amazon Brand - Symbol Men's Cotton Rich Solid Polo Tshirt | Collar Tshirts | Half Sleeves | Plain-Regular Fit (Available in Plus Sizes and Combo Pack of 2),₹399.00,3.9 out of 5 stars,"39,788"
2026-08-20,Bestsellers in Men's Clothing,3,B0DGX12XXV,"SWAGR 12 Pairs Sports Cotton Ankle Length Socks for Men, Pack of 12., Assorted",₹196.99,4.1 out of 5 stars,"7,371"
2026-08-20,Bestsellers in Men's Clothing,4,B012SX56OG,Jockey IC28 Men Tactel Microfiber Elastane Stretch Solid Trunk with Moisture Move Properties,₹629.00,4.4 out of 5 stars,"14,083"
2026-08-20,Bestsellers in Men's Clothing,5,B0CJFQWSYZ,Jockey 8009 Men Super Combed Cotton Solid Long Trunk Boxer Brief(Pack of 3),₹820.00,4.2 out of 5 stars,"4,174"
2026-08-20,Bestsellers in Men's Clothing,6,B076CMJXML,Van Heusen Men's Cotton Solid Regular Fit Collar Polo T-Shirt,₹699.00,4.0 out of 5 stars,"45,135"
2026-08-20,Bestsellers in Men's Clothing,7,B014213DS8,Jockey 8037 Men Super Combed Cotton Solid Brief with Ultrasoft Waistband_(Pack of 2),₹398.00,4.3 out of 5 stars,"14,888"
2026-08-20,Bestsellers in Men's Clothing,8,B0DWK2B887,KOTTY Mens Regular Fit|Classic Design with Stylish Look |Day Comfort|Mide Rise Strachable Jeans,₹520.00,3.7 out of 5 stars,"2,555"
2026-08-20,Bestsellers in Men's Clothing,9,B0D4VQ5NDD,Louis Philippe Men's Slim Fit Single-Tuck Pique Stylized Sleeve Print and Contrast Tipping Half Sleeve Solid Cotton Polo Tshirt,₹869.00,4.0 out of 5 stars,"1,617"
2026-08-20,Bestsellers in Men's Clothing,10,B00W04OTYM,Jockey 8820 Men's Super Combed Cotton Round Neck Sleeveless Vest with Extended Length for Easy Tuck (Pack of 3),₹647.00,4.3 out of 5 stars,"12,783"
2026-08-20,Bestsellers in Men's Clothing,11,B071KKRY5N,Lux Cozi Men's White Round Neck Sleeveless Cotton Vest (Pack of 3),₹349.00,4.2 out of 5 stars,"14,392"
2026-08-20,Bestsellers in Men's Clothing,12,B073WCC5YL,Van Heusen Men’s Cotton Boxer Briefs Pack of 2 | Long Trunk | No ride-up | Super Combed Cotton for softness | Open Front Fly | Moisture‑Wicking | Sweat Absorbant | All‑Day Fresh Technology | Long Lasting Colors |Soft Plush Waistband | Label‑Free Comfort | style 10032,₹487.00,4.1 out of 5 stars,"17,550"
2026-08-20,Bestsellers in Men's Clothing,13,B0FBWMFNLC,"DAMENSCH Form Shapewear for Men, Comfortable and Stretchy Body Shaper for Man, Posture Correcting Tummy Tucker, Breathable Gynecomastia Compression T Shirt, Ideal for Parties Shirt Tucker for Men",₹979.00,3.5 out of 5 stars,654
2026-08-20,Bestsellers in Men's Clothing,14,B0DHXJT8HR,"ROYALSCOUT Men's Cotton Polyester Blend Solid Regular Fit Full Sleeve Short Kurta | Ethnic, Lightweight Summer Kurta for Daily & Occasion Use",₹495.00,4.0 out of 5 stars,"3,136"
2026-08-20,Bestsellers in Men's Clothing,15,B0F4NGRKY4,DEELMO Men's Casual Button Down Shirts Long Sleeve Linen Shirt Fashion Textured Beach Summer Shirt,₹495.00,4.0 out of 5 stars,"1,255"
2026-08-20,Bestsellers in Men's Clothing,16,B07X63HHPH,Levi's 010 Classic Boxer Briefs for Men | 100% Pure Cotton | Breathable | Branded Inner Elastic | Anti-Roll Waistband | Supportive Gusset | Functional Fly | No Ride-Up Long Length Fit | Pack of 2,₹440.00,4.1 out of 5 stars,"12,553"
2026-08-20,Bestsellers in Men's Clothing,17,B09XMV6125,Peter England Men's Regular Fit Insignia Half Sleeve Polo T-Shirt | Cotton Rich | Premium Pique Weave,₹648.00,4.0 out of 5 stars,"4,186"
2026-08-20,Bestsellers in Men's Clothing,18,B0BWPGC2PR,"SWAGR Ankle Socks for Men & Women, Multicolor, Pack of 5, Free Size",₹115.00,3.9 out of 5 stars,"5,669"
2026-08-20,Bestsellers in Men's Clothing,19,B0DB5FHWGV,Mehrang Men's Stretchable Stretchable Formal Pant Trousers | Stylish Slim Fit Men's Wear Trousers for Office or Party | Polycotton Knitted Fabric,₹299.00,3.5 out of 5 stars,"2,763"
2026-08-20,Bestsellers in Men's Clothing,20,B0CVXR2T43,Lux Cozi Men's Half Sleeve Soild Casual Regular Fit T-Shirt with Chest Pocket | Polo Tshirt for Men,₹395.00,3.9 out of 5 stars,"3,834"
2026-08-20,Bestsellers in Men's Clothing,21,B08R8X6QB2,Peter England Men Cotton Ankle Length Socks,₹295.00,4.0 out of 5 stars,"4,699"
2026-08-20,Bestsellers in Men's Clothing,22,B0CBX4JKQ9,U TURN Men's Casual Printed Striped Stylish Latest Formal Plus Size Shirt for Men | Cotton Mix 220 GSM,₹398.00,3.5 out of 5 stars,"2,381"
2026-08-20,Bestsellers in Men's Clothing,23,B0C3HRWRBF,"ZORO Men's Genuine Leather Belt for Men | Black,Brown,Tan",₹269.00,4.0 out of 5 stars,"2,627"
2026-08-20,Bestsellers in Men's Clothing,24,B0C1RY2VXR,Peter England Men's Snug Fit Solid Polo T-Shirt with Coloured Collar Tipping| Cotton Rich| Premium Pique Weave,₹602.10,4.1 out of 5 stars,"3,135"
2026-08-20,Bestsellers in Men's Clothing,25,B0FVY7GNBN,Men's Cotton Baggy Trackpants | Oversized Fit Streetwear & Gym Wear | Comfortable Casual Joggers for Men,₹299.00,3.8 out of 5 stars,"1,743"
2026-08-20,Bestsellers in Men's Clothing,26,B0DRFN3SBV,Lymio Men Shorts || Cotton Short for Men || with Pocket Style (Shorts-09-12),₹599.00,3.8 out of 5 stars,"1,582"
2026-08-20,Bestsellers in Men's Clothing,27,B081QJRMW9,Amazon Brand - Symbol Men's Solid Cotton Formal Shirt | Plain | Full Sleeve - Regular Fit (Available in Plus Sizes),₹549.00,3.9 out of 5 stars,"11,170"
2026-08-20,Bestsellers in Men's Clothing,28,B0DF794BDK,Lymio Cargo for Men | Cotton Cargo Pant | Drawstring Waist Pant (Also Available in Plus Sizes) (46-49),₹799.00,3.5 out of 5 stars,"1,698"
2026-08-20,Bestsellers in Men's Clothing,29,B0B5GYS4YC,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antimicrobial Trunks with No Marks Waistband (Pack of 2),₹439.00,4.0 out of 5 stars,"5,994"
2026-08-20,Bestsellers in Men's Clothing,30,B0GWQSFZ98,SWAGR 5 Pack Men's Super Combed Cotton Underwear Trunks | Classic TruComfort Fit | Powered by ZincShield Anti-Bacterial Tech | Aerflo Breathability | 4-Way FlexStretch | SOXCO Style SG05,₹594.14,4.1 out of 5 stars,573
2026-08-20,Bestsellers in Men's Clothing,51,B09DCKXK3M,Labnoft Men's Auto Lock Vegan Leather Belt,₹699.00,4.3 out of 5 stars,"10,056"
2026-08-20,Bestsellers in Men's Clothing,52,B07CYX8R5J,Amazon Brand - Symbol Men's Cotton Shirt | Casual | Plain | Full Sleeve | Summer - Regular Fit (Available in Plus Sizes),₹549.00,3.8 out of 5 stars,"9,036"
2026-08-20,Bestsellers in Men's Clothing,53,B0BK1HQZD4,"HAMMONDS FLYCATCHER Genuine Leather Belt for Men, Premium Leather Belt with Auto Lock mechanism, Mens Belt Leather Branded with Slide Lock for Everyday Wear",₹889.00,4.4 out of 5 stars,"2,655"
2026-08-20,Bestsellers in Men's Clothing,54,B073X4KMH6,Amazon Brand - Symbol Men's Solid Cotton T Shirt | Round Neck | Half Sleeve | Plain-Regular Fit (Available in Plus Sizes),₹349.00,4.0 out of 5 stars,"19,747"
2026-08-20,Bestsellers in Men's Clothing,55,B0C3DBY5WV,Pepe Jeans Men's Solid Cotton Poly Regular Fit Track Pants | Relaxed Athleisure Sportswear for Gym & Leisure Wear | Durable Poly Cotton Blend | Adjustable Elastic Waist with Drawstring | Dual Pockets,₹749.00,3.8 out of 5 stars,"3,420"
2026-08-20,Bestsellers in Men's Clothing,56,B0GSGWB3RM,boffi ... 100% Cotton Oversized T-Shirt Unisex Drop Shoulder Dye Washed Street Look Black Pack of 1,₹332.00,3.5 out of 5 stars,"1,810"
2026-08-20,Bestsellers in Men's Clothing,57,B0BHW7W1CV,Peter England Men's Everyday Solid Slim Fit Full Sleeve Formal Shirt | Cotton-Rich,₹845.10,3.9 out of 5 stars,"2,145"
2026-08-20,Bestsellers in Men's Clothing,58,B0BDYRFZYD,"Jockey US57 Men Super Combed Mercerized Cotton Woven Printed Boxer Shorts with Side Pockets_(Pack of 2, Prints May Vary)",₹999.00,4.2 out of 5 stars,"4,133"
2026-08-20,Bestsellers in Men's Clothing,59,B01CP5V3SA,Jockey FP04 Men Super Combed Cotton Rib Round Neck Sleeveless Vest Regular Fit,₹349.00,4.3 out of 5 stars,"8,605"
2026-08-20,Bestsellers in Men's Clothing,60,B00W066T66,Jockey 9930 Men Super Combed Cotton Rib Solid Round Neck Muscle Vest Regular Fit,₹339.00,4.2 out of 5 stars,"10,621"
2026-08-20,Bestsellers in Men's Clothing,61,B01420KN9G,Jockey Men Boxer Briefs,₹550.00,4.2 out of 5 stars,"13,364"
2026-08-20,Bestsellers in Men's Clothing,62,B0DP7M6DRY,Lymio Polo T Shirt for Men || T Shirt for Man || Collar T Shirt Style Men (Packs Also Available) (Polo-40-43),₹429.00,3.6 out of 5 stars,919
2026-08-20,Bestsellers in Men's Clothing,63,B0FHDL7JY8,LEOTUDE Men's Half Sleeve Round Neck Cottonblend Graphic Print Oversized,₹298.00,3.9 out of 5 stars,"1,141"
2026-08-20,Bestsellers in Men's Clothing,64,B09X5RLGY5,Jockey 7036 Men Compact Cotton Terry Ankle Length Socks With StayFresh Treatment_(Pack of 3),₹432.00,4.1 out of 5 stars,"4,373"
2026-08-20,Bestsellers in Men's Clothing,65,B0GKV18R4N,AUSK Baggy Hip-Hop T-Shirt for Men - Graphic Printed T Shirts || Oversized Men Tshirt || T-Shirts,₹298.00,3.4 out of 5 stars,311
2026-08-20,Bestsellers in Men's Clothing,66,B0G6KM9NS8,"Linen Pants for man | Lower for man | Chinos for Casual Wear |Straight fit Trouser for Men | Elastic Waist Brethable All Season Pants for Regular, Office Wear",₹745.00,3.9 out of 5 stars,"1,107"
2026-08-20,Bestsellers in Men's Clothing,67,B0FMFCQ633,"MADHAVISTA Combo of Men’s Casual Cotton Blend Shirt || Long Sleeve Button Down with Spread Collar | Lightweight Breathable Fabric | Stylish Solid Shirt for Beach, Office & Everyday Wear Pack of 2",₹495.00,3.7 out of 5 stars,461
2026-08-20,Bestsellers in Men's Clothing,68,B0DXPPCRJQ,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antibacterial Trunk,"₹1,099.00",4.2 out of 5 stars,953
2026-08-20,Bestsellers in Men's Clothing,69,B0CNKNMSBL,"Boldfit Arm Sleeves for Men & Women UV Protection Hand Sleeve with Thumb for Boys & Girls Sun Protection Cover for Running, Bike Riding, Cricket - Nylon - Black - 1 Pair",₹189.00,3.9 out of 5 stars,"3,485"
2026-08-20,Bestsellers in Men's Clothing,70,B0CK6LC8QR,Majestic Man Men Classic Slim Fit Pure Cotton Casual Shirt,₹499.00,3.9 out of 5 stars,"2,280"
2026-08-20,Bestsellers in Men's Clothing,71,B0D4VP8B4M,Louis Philippe Men's Slim Fit Premium High-End Pique in Superior Cotton Cut & Sew Design Color Block Shoulder Half Sleeve Polo Tshirt,"₹1,160.10",4.1 out of 5 stars,968
2026-08-20,Bestsellers in Men's Clothing,72,B07YT1GKKH,Amazon Brand - Symbol Men's Stretchable Formal Pants | Trousers (Slim Fit),₹799.00,3.8 out of 5 stars,"16,317"
2026-08-20,Bestsellers in Men's Clothing,73,B0DHSHNZ98,"SWAGR Sports Crew Socks for Men Premimum Cotton Athletic Socks, Pack of 3, Free Size",₹109.00,4.0 out of 5 stars,"1,920"
2026-08-20,Bestsellers in Men's Clothing,74,B08JQD1QYZ,"Supersox Calf Length Formal Office Socks for Man | Combed Cotton | Breathable, Moisture Absorbent & Anti-Odor | Free Size | Pack of 3",₹277.00,4.1 out of 5 stars,"4,299"
2026-08-20,Bestsellers in Men's Clothing,75,B0C96YJ1HS,Lux Cozi Men's Cotton Solid Polo Tshirt | Collar Tshirts | Half Sleeves | Stylish & Premium All Day Wear | Pack of 1 Regular Fit,₹380.00,3.8 out of 5 stars,"8,257"
2026-08-20,Bestsellers in Men's Clothing,76,B0CGLLYV2D,CB-COLEBROOK Men's Regular Fit Solid Soft Touch Cotton Casual Shirt with Pocket Design with Spread Collar & Full Sleeves (Available in Plus Size),₹495.00,3.6 out of 5 stars,"4,563"
2026-08-20,Bestsellers in Men's Clothing,77,B0HBQVNZYW,"DEEMOON Men's Premium Cotton Blend Printed Checkered Shirt | Full Sleeve Plaid Casual Button-Down Shirt | Soft & Comfortable Regular Fit | Office, Travel & Everyday Wear",₹494.00,4.1 out of 5 stars,10
2026-08-20,Bestsellers in Men's Clothing,79,B0DVZHG9BB,Mack Jonney Regular Trouser Loose Fit | Sports for Men Stylish Track Pant-MACK640418,₹388.00,3.7 out of 5 stars,"1,633"
2026-08-20,Bestsellers in Men's Clothing,80,B0D83WSP8C,"Boldfit Shorts for Men Training Gym Shorts for Men Workout Lightweight Running Short for Man Badminton Short for Boys Breathable Gym Wear for Boys Half Pant for Running, Cycling, Workout, Pickleball",₹499.00,4.1 out of 5 stars,"1,483"
2026-08-20,Trunks,1,B012SX56OG,Jockey IC28 Men Tactel Microfiber Elastane Stretch Solid Trunk with Moisture Move Properties,₹629.00,4.4 out of 5 stars,"14,083"
2026-08-20,Trunks,2,B0GWQSFZ98,SWAGR 5 Pack Men's Super Combed Cotton Underwear Trunks | Classic TruComfort Fit | Powered by ZincShield Anti-Bacterial Tech | Aerflo Breathability | 4-Way FlexStretch | SOXCO Style SG05,₹594.14,4.1 out of 5 stars,573
2026-08-20,Trunks,3,B0B5GYS4YC,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antimicrobial Trunks with No Marks Waistband (Pack of 2),₹439.00,4.0 out of 5 stars,"5,994"
2026-08-20,Trunks,4,B08V56NV1B,"XYXX Men's Uno Micromodal Antimicrobial Trunks | Snug Fit, 4-Way Stretch & No-Marks Waistband Underwear for Men Combo (Pack of 2)",₹499.00,3.9 out of 5 stars,"8,458"
2026-08-20,Trunks,5,B0DXPPCRJQ,XYXX Men's Aero Super Combed Cotton Regular Fit Solid Antibacterial Trunk,"₹1,099.00",4.2 out of 5 stars,953
2026-08-20,Trunks,7,B07S3H5YXD,Levi's 003 Classic Trunk for Men | 100% Pure Cotton | Solid | Durable Comfort | Breathable Men's Underwear | Anti-Roll Waistband | Extra Supportive Gusset | No Ride-Up Leg Fit | Pack of 2,₹440.00,3.9 out of 5 stars,"6,637"
2026-08-20,Trunks,8,B071GYQ6SY,Lux Cozi Mens 100% Cotton Solid Mini Trunk | Mini Trunk Underwear for Men | Color and Print May Vary | Pack of 3,₹379.00,3.8 out of 5 stars,"7,708"
2026-08-20,Trunks,9,B0FWBKJ29C,Jockey FP23 Men Super Combed Cotton Elastane Stretch Printed Trunk with Ultrasoft Waistband_(Prints May Vary),₹378.00,4.0 out of 5 stars,"6,045"
2026-08-20,Trunks,10,B0BL3HQP75,Lux Cozi Men's Cotton Bigshot Trunk - Pack of 3,₹369.00,3.9 out of 5 stars,"1,426"
2026-08-20,Trunks,11,B08RJ95WBR,DAMENSCH Deo-Cotton Solid Underwear Pack of 1 Breathable Inner for Men Cotton Trunks for Men Pack No-Marks Waistband Mens Underwear Moisture Wicking Underwear for Men Combo,₹289.00,4.2 out of 5 stars,"1,616"
2026-08-20,Trunks,12,B0GWDCSW62,"DAMENSCH Men’s Compression Shapewear Trunk, Comfortable Stretchy Body Shaper, Posture Correcting Tummy Tucker, Breathable Support Underwear","₹1,199.00",3.9 out of 5 stars,94
2026-08-20,Trunks,13,B0D3DN978Y,U.S. Polo ASSN. Mens OET06 Flag Elastic Antibacterial Underwear Trunks - Pack of 2,₹622.00,4.0 out of 5 stars,777
2026-08-20,Trunks,14,B00WFSO3LM,Jockey 1015 Men's Super Combed Cotton Rib Solid Trunk with Stay Fresh Properties,₹299.00,4.1 out of 5 stars,"9,016"
2026-08-20,Trunks,15,B08RHNRQMC,DAMENSCH Deo-Cotton Printed Underwear for Men,₹879.00,4.2 out of 5 stars,"4,060"
2026-08-20,Trunks,16,B00W04L49K,Jockey US21 Men's Super Combed Cotton Elastane Stretch Solid Trunk with Ultrasoft Waistband,₹329.00,4.0 out of 5 stars,"15,831"
2026-08-20,Trunks,17,B0BQ6GMMVP,U.S. Polo ASSN. Mens ET002 Anti Microbial Branded Stretch Cotton Underwear Trunk -Pack of 2,₹654.00,4.0 out of 5 stars,"1,754"
2026-08-20,Trunks,18,B0F2SSLSS5,HEELIUM Bamboo Underwear Trunk for Men | 3X Softer Than Cotton & Odour Free | Stretchy Fabric & Durable Waistband,₹899.00,4.0 out of 5 stars,"1,009"
2026-08-20,Trunks,19,B0B9GD6RNV,Jockey NY02 Men Super Combed Cotton Elastane Stretch Printed Trunk with Ultrasoft Waistband_(Prints May Vary),₹429.00,4.1 out of 5 stars,"1,457"
2026-08-20,Trunks,20,B0C6QVTF3L,Lux Cozi Men's Cotton Printed Mini Trunks Pack of 3 | Inner Elastic Waistband | Soft & Breathable Cotton Underwear for Men | Printed Mini Trunk | Comfortable Everyday Innerwear -Color & Print May Vary,₹449.00,3.8 out of 5 stars,"4,902"
2026-08-20,Trunks,21,B08J7K6QQC,"DAMENSCH Deo-Soft Solid Supima Modal Fabric Trunk | 3x Softer than Regular Cotton, 5x Odour-Cancellation, Advanced Moisture Control, Lasts 2x Longer than Regular Modal Underwear",₹399.00,4.3 out of 5 stars,"1,700"
2026-08-20,Trunks,22,B08W9PNQM5,"XYXX Men's Uno Micromodal Antimicrobial Trunks | Snug Fit, 4-Way Stretch & No-Marks Waistband Underwear for Men Combo (Pack of 5)","₹1,249.00",4.0 out of 5 stars,"1,459"
2026-08-20,Trunks,23,B098SMNF2H,"Dixcy Scott Cross Trunk | Long Leg Trunks for Men | 100% Combed Cotton | Soft, Sweat-Absorbent Waistband | C-Open Front Men's Underwear | Self-Hem Leg Grip Innerwear for Man | Pack of 3",₹355.00,3.8 out of 5 stars,"11,717"
2026-08-20,Trunks,24,B0CJFTD6HQ,Jockey 8009 Men Super Combed Cotton Solid Long Trunk Boxer Brief(Pack of 3),₹840.00,4.2 out of 5 stars,"4,174"
2026-08-20,Trunks,25,B0CVSFMR7J,DAMENSCH Men Trunks,₹559.00,4.3 out of 5 stars,433
2026-08-20,Trunks,26,B08WRHNMJX,DAMENSCH Pack of 2 Regular Fit Printed Cotton Blend Anti-Bacterial Moisture Wicking Breathable Microfiber Waistband Stretchable Deo Cotton Trunk for Men,₹548.00,4.2 out of 5 stars,"3,528"
2026-08-20,Trunks,27,B07X42YDKZ,Levi's 001 Classic Boxer Brief for Men | 100% Pure Cotton | Solid | Mid-Rise Men's Underwear | Anti-Roll Waistband | Durable Comfort with Extra Supportive Gusset | Functional Fly | Pack of 2,₹434.00,3.9 out of 5 stars,"5,085"
2026-08-20,Trunks,28,B07KPLFNYM,Jockey IC30 Men Tactel Microfiber Elastane Stretch Printed Trunk,₹649.00,4.3 out of 5 stars,"3,572"
2026-08-20,Trunks,29,B09KV3B1GF,Jockey 8015 Men Super Combed Cotton Solid Trunk (Pack of 2),₹549.00,4.1 out of 5 stars,"1,103"
2026-08-20,Trunks,30,B0B3NHF46Q,DAMENSCH Men Cotton Trunks,₹398.00,4.2 out of 5 stars,"2,177"
2026-08-20,Trunks,51,B0FDWWS8R9,Boldfit Trunks for Man Cotton Underwear for Men Breathable Anti Roll Waistband,₹489.00,4.3 out of 5 stars,218
2026-08-20,Trunks,52,B09SL4LKWC,Dollar Bigboss Men Cotton Trunk,₹426.00,3.9 out of 5 stars,498
2026-08-20,Trunks,53,B0C5CLPMD2,Lux Cozi Men's Cotton Printed Inner Elastic Long Trunks for Men | Soft & Breathable Cotton Underwear | Comfortable Stretch Waistband | Printed Long Trunk Underwear Color & Print May Vary - Pack of 3,₹570.00,4.0 out of 5 stars,352
2026-08-20,Trunks,54,B0FFMGNFQ4,"Freecultr Air Micro Modal Men's Trunk | Pack of 7 (Monday to Sunday Combo) | Soft, Stretchable, Anti-Odour Fabric | Unique Colors | Comfortable Waistband","₹1,899.00",4.2 out of 5 stars,106
2026-08-20,Trunks,55,B07KXX1S4B,"XYXX Men's Cloudsoft Micromodal Premium Trunks|Antimicrobial, Snug Fit, No-Marks Waistband|Underwear for Men Combo (Pack of 2)",₹759.00,3.9 out of 5 stars,969
2026-08-20,Trunks,56,B0CVXSXYX1,"DAMENSCH Men Solid Anti-Odour Peppermint Finish, Ultra Soft with Premium Shine EPP Classic Trunks",₹249.00,4.1 out of 5 stars,722
2026-08-20,Trunks,57,B0D8N6H51D,"Lux Classic Men's Inner Elastic Trunks - Pack of 5 (Color May Vary) | Premium 100% Cotton | Ultimate Comfort Breathable, Soft & Durable | Everyday Essential Lux Underwear",₹607.00,4.1 out of 5 stars,699
2026-08-20,Trunks,58,B0BCM5Z867,"DAMENSCH Regular Fit Solid Trunks for Men Pack of 3| Combed Cotton, Stretchy Fabric, Anti-Bacterial and Microfibre Waistband",₹949.00,4.3 out of 5 stars,"2,490"
2026-08-20,Trunks,59,B00W03R95O,Jockey 8008 Men Super Combed Cotton Solid Long Trunk Boxer Brief(Pack of 2),₹510.00,4.3 out of 5 stars,"11,223"
2026-08-20,Trunks,60,B09RY1FV57,"Van Heusen Men's Trunk Pack of 1 | Air Series | Lightest Underwear | Mesh Fabric | Breathable Active Trunks | Moisture-Wicking & Sweat Absorbent | No Ride-Up Fit | Gym, Sports & Activewear Underwear | Style 40047",₹689.00,4.2 out of 5 stars,246
2026-08-20,Trunks,61,B0B8XTF323,DaMENSCH Regular Fit Solid Cotton Blend Trunk Underwear Anti-Bacterial Moisture Wicking Breathable Microfibre Waistband Deo-Cotton Trunks for Men,₹599.00,4.3 out of 5 stars,"1,802"
2026-08-20,Trunks,62,B0F53XZ9LY,Jockey IC28 Men Tactel Microfiber Elastane Stretch Solid Trunk with Moisture Move Properties_(Pack of 2),"₹1,199.00",4.3 out of 5 stars,152
2026-08-20,Trunks,63,B0CDWCKKKC,Levi's 003 Classic Trunk for Men | 100% Pure Cotton | Solid | Durable Comfort | Breathable Men's Underwear | Anti-Roll Waistband | Extra Supportive Gusset | No Ride-Up Leg Fit | Pack of 4,₹811.00,3.6 out of 5 stars,38
2026-08-20,Trunks,64,B0D8145KQ4,HIELABS Micromodal Pouch Underwear for Men | Regular Fit Trunk | Ultra Soft & Breathable | Anti Odour | Ultrasoft Waistband | Men AllDayFit | Pack of 2 with Two Different Colours | ALL Sizes,"₹1,059.00",4.3 out of 5 stars,466
2026-08-20,Trunks,65,B08RDM6MGG,"Freecultr Men's Micromodal Airsoft Trunks – Anti-Bacterial, Sweat-Proof, Ultra-Soft, No Itch, No Chafing, Breathable Comfort Men's Underwear Combo Pack of 5","₹1,199.00",3.9 out of 5 stars,"3,105"
2026-08-20,Trunks,66,B0BQ6G56SM,U.S. Polo ASSN. Mens ET004 Anti Microbial Cotton Stretch Essential Underwear Trunk -Pack of 2,₹576.00,4.0 out of 5 stars,"1,061"
2026-08-20,Trunks,67,B07XMC6R8Y,"XYXX Men's Cloudsoft Micromodal Premium Trunks|Snug Fit, 4-Way Stretch, Soft No-Marks Waistband|Underwear for Men Combo (Pack of 3)","₹1,099.00",3.9 out of 5 stars,"2,320"
2026-08-20,Trunks,68,B0D97KM8BL,U.S. Polo ASSN. Mens OET09 Elastic Waistband Ribbed Solid Underwear Trunks - Pack of 2,₹594.00,4.1 out of 5 stars,289
2026-08-20,Trunks,69,B0H28LKFY4,"MERIWOOL Men's Ultra-Comfort Ice Silk Lycra Underwear | Moisture-Wicking, Breathable Boxers for Men | Seamless Design | (Any 3 Multicolor) Pack of 3",₹449.00,4.3 out of 5 stars,"1,435"
2026-08-20,Trunks,70,B0DVTB97X2,U.S. Polo ASSN. Mens OET14 Anti Microbial Printed Cotton Blend Underwear Trunks - Pack of 3,"₹1,019.00",4.1 out of 5 stars,92
2026-08-20,Trunks,71,B0BZW8W1ZN,XYXX Men's Dualist Micromodal Regular Fit Colorblock Antimicrobial Trunks with No Marks Waistband (Pack of 3),₹999.00,4.1 out of 5 stars,749
2026-08-20,Trunks,72,B0C5CRDHTC,Lux Cozi Men's Cotton Printed Inner Elastic Long Trunks for Men | Soft & Breathable Cotton Underwear | Comfortable Stretch Waistband | Printed Long Trunk Underwear | Color & Print May Vary - Pack of 5,₹836.00,4.0 out of 5 stars,815
2026-08-20,Trunks,73,B08W598K3V,"XYXX Men's CloudSoft Micro Modal Trunks| Snug Fit, 4-Way Stretch & No-Marks Waistband Underwear for Man",₹299.00,4.2 out of 5 stars,404
2026-08-20,Trunks,74,B09BL1DLKC,"Freecultr Men's Underwear Micromodal Airsoft Trunk Comfortable – Sweat Proof, Non-Itch, No Chafing, Ultra Soft & Breathable Fabric | Mens Underwear Combo Pack of 2",₹499.00,3.9 out of 5 stars,"2,905"
2026-08-20,Trunks,75,B0C58J3F6V,Jockey LM06 Men Bamboo Cotton Elastane Stretch Breathable Mesh Trunk with StayDry Treatment,₹480.00,4.4 out of 5 stars,139
2026-08-20,Trunks,76,B06XSHNB1L,XYXX Men's IntelliSoft Antimicrobial Micro Modal Ace Trunk,₹568.00,3.9 out of 5 stars,"3,282"
2026-08-20,Trunks,77,B08QND75DV,DAMENSCH Men's Modal Trunks,₹429.00,4.3 out of 5 stars,"1,177"
2026-08-20,Trunks,78,B07S27M5PG,Levi's 018 Classic Trunk for Men | Cotton Stretch Fabric | Men’s Trunk Underwear | Anti-Roll Waistband | Supportive Gusset | No Ride-Up Mid Length Fit | Tagless & Zero Irritation Comfort | Pack of 2,₹559.00,3.8 out of 5 stars,"1,956"
2026-08-20,Trunks,79,B0DJGS78HF,DAMENSCH Regular Fit Printed Cotton Blend Trunk Underwear Anti-Bacterial Moisture Wicking Breathable Microfibre Waistband Stretchable Deo-Cotton Trunk for Men,₹400.00,4.2 out of 5 stars,229
2026-08-20,Trunks,80,B0GW88NBYW,"DAMENSCH Men Solid Invisible Seams, Endless Lightness, Limitless Stretch, Unrestricted Support Unreal Infinit Trunks",₹899.00,3.8 out of 5 stars,35
2026-08-20,Vests,1,B00W04OTYM,Jockey 8820 Men's Super Combed Cotton Round Neck Sleeveless Vest with Extended Length for Easy Tuck (Pack of 3),₹647.00,4.3 out of 5 stars,"12,783"
2026-08-20,Vests,2,B071KKRY5N,Lux Cozi Men's White Round Neck Sleeveless Cotton Vest (Pack of 3),₹349.00,4.2 out of 5 stars,"14,392"
2026-08-20,Vests,3,B0FBWMFNLC,"DAMENSCH Form Shapewear for Men, Comfortable and Stretchy Body Shaper for Man, Posture Correcting Tummy Tucker, Breathable Gynecomastia Compression T Shirt, Ideal for Parties Shirt Tucker for Men",₹979.00,3.5 out of 5 stars,654
2026-08-20,Vests,4,B01CP5V3SA,Jockey FP04 Men Super Combed Cotton Rib Round Neck Sleeveless Vest Regular Fit,₹349.00,4.3 out of 5 stars,"8,605"
